event_id,event_type_id,name_key,description_key,image_name,image_prompt,weight,is_minor,biome
desert_arab_captain,encounter,event.desert_arab_captain.name,event.desert_arab_captain.description,desert_arab_captain,"A large Arab trade caravan halted on a wide desert road, dozens of laden dromedary camels in a long column behind green silk banners mounted on tall wooden poles. In the foreground, the caravan captain stands facing the viewer — a dignified grey-bearded man in a crisp white cotton turban wound in Arabian style, a flowing white thobe under an open brown wool bisht cloak trimmed with gold thread at the edges. His right hand is raised palm-open in greeting, his left resting on a curved khanjar dagger sheathed at his belt in a silver-chased scabbard. Behind him, his nearest camel bears elaborate red-dyed leather saddlebags stamped with geometric patterns, heavy water gourds strapped to the pack frame. In the middle ground, the player's smaller caravan faces the Arab column from the opposite direction — two wooden carts and a handful of camels, visibly modest by comparison. Porters from both caravans regard each other with cautious interest. The background shows a broad gravel desert plain under late-morning sun, the sky clear and pale blue, long shadows falling westward. The light is warm and directional, the atmosphere one of formal encounter between equals on a vast empty road.",0.5,0,desert
desert_hermit_sage,encounter,event.desert_hermit_sage.name,event.desert_hermit_sage.description,desert_hermit_sage,"An elderly hermit seated cross-legged beneath the twisted branches of a lone saxaul tree in open desert, his body thin and still, draped in sun-faded and patched cotton rags that were once a layered robe. His face is deeply creased and dark from years of sun, a thin white beard reaching his chest, but his eyes are strikingly clear and calm, looking directly at the viewer with one weathered hand raised in a gentle open-palmed gesture. In the foreground, the gnarled grey trunk of the saxaul tree casts dappled shade on cracked earth, its sparse silvery-green leaves filtering the light. A simple clay water bowl sits beside the hermit, untouched. In the middle ground, the halted caravan is visible on the trail — porters and dromedaries have stopped, several men turned toward the old man with expressions of curiosity and reverence. A loaded cart with its canvas cover rolled back stands behind them. The background is a vast flat desert under a crystalline blue sky, the horizon perfectly sharp, a single distant mesa breaking the line. The light is clear and gentle, mid-morning warmth without harshness, the atmosphere peaceful and timeless, the scene dominated by open space and silence.",0.5,0,desert
desert_mirage_djinn,mystical,event.desert_mirage_djinn.name,event.desert_mirage_djinn.description,desert_mirage_djinn,"A translucent humanoid figure in flowing golden robes hovering a hand's breadth above the surface of sun-baked desert sand, its form shimmering and rippling like heat distortion, edges dissolving into the bright air. The figure's face is indistinct — smooth features suggested rather than defined, eyes glowing faintly amber. One spectral hand is extended forward, palm up, and resting on it is a raw turquoise stone of vivid blue-green, sharply real against the ghostly form. In the foreground, wind-rippled sand stretches toward the apparition, the ground cracked and pale, scattered with tiny quartz pebbles catching the light. In the middle ground, several caravan workers stand rooted in place, their bodies tense, eyes wide — one man grips a wooden staff with white knuckles, another shields his face with his forearm. Behind them, camels and a loaded cart are visible, the animals pulling nervously at their tethers. The background is a flat featureless desert dissolving into intense heat shimmer, the sky bleached to near-white at the horizon, deepening to pale blue above. The light is blinding and flat, the atmosphere surreal and unsettling, the golden figure the sole source of warmth in an otherwise washed-out scene.",0.4,0,desert
desert_sand_viper,hazard,event.desert_sand_viper.name,event.desert_sand_viper.description,desert_sand_viper,"A caravan porter recoiling from a hemp-wrapped trade bale, his right hand raised and visibly swollen around two small puncture marks on the knuckles, the skin already reddening and puffing. A small horned sand viper slithers away in the foreground across sun-warmed sand, its zigzag dorsal pattern of tan and brown clearly visible against the pale ground. The open bale reveals bolts of folded fabric inside, the coarse hemp wrapping torn where the snake emerged. In the middle ground, two other workers rush toward the bitten man — one carrying a strip of linen bandage, the other a clay water jug. The bitten man's face is drained of color, beads of sweat on his forehead, his left hand gripping his swelling wrist. Behind them, a partially unloaded cart sits with its tailboard down, more bales stacked on the bed, ropes coiled on the ground. The background shows a desert campsite with a ring of kneeling camels and a small fire, under a bright midday sky. The light is strong and clear, casting sharp shadows, the atmosphere of sudden emergency frozen in a single tense moment.",0.6,0,desert
desert_bedouin_raid,bandit_attack,event.desert_bedouin_raid.name,event.desert_bedouin_raid.description,desert_bedouin_raid,"A line of Bedouin raiders on fast dromedary camels cresting a sand dune ridge at dawn, charging downhill toward a caravan camp caught mid-packing. The lead rider in the foreground leans forward in a high-cantled wooden saddle, a long iron-tipped lance leveled, a black cotton scarf streaming from his face wrap, wearing a loose dark wool robe over leather chest armor stitched with iron rings. His camel's legs are extended in full gallop, sand spraying from its splayed feet. Behind him, five more riders descend the dune in a ragged line, silhouetted against a sky banded in rose-pink and pale gold at the horizon. In the middle ground, the caravan camp is in disarray — tent canvas half-collapsed, bedrolls scattered, a cooking fire still smoking. Two porters scramble to pull cargo behind an overturned cart for cover, another reaches for a wooden staff. Tethered camels strain at their ropes. The background shows the broad dune field and the brightening eastern sky with the sun just breaking the horizon, casting long dramatic shadows across the camp. The atmosphere is sudden violence at first light, the contrast between warm dawn colors and the dark silhouettes of the attackers.",0.8,0,desert
desert_incense_trader,encounter,event.desert_incense_trader.name,event.desert_incense_trader.description,desert_incense_trader,"A Yemeni incense trader kneeling on a woven palm-fiber mat spread on desert sand, arranging small open cloth pouches of aromatic resins before a halted caravan. He is dark-skinned with a neatly trimmed black beard, wearing a white cotton thobe and a striped red-and-white cotton headcloth held by a black cord agal. In the foreground, the displayed wares are sharply detailed: pale golden tears of frankincense resin in one pouch, dark reddish-brown chunks of myrrh in another, a small brass censer with a wisp of fragrant smoke rising from a burning resin sample, and a carved wooden box with compartments holding different grades sorted by size. Behind the trader, his single dromedary stands with a specialized pack saddle bearing woven saddlebags bulging with goods, sealed ceramic jars strapped to the frame with leather thongs. In the middle ground, two caravan merchants lean in to examine the samples, one lifting a piece of frankincense to the light, the other sniffing a myrrh chunk held between thumb and forefinger. The background shows a desert rest stop — a flat patch of gravel with a low stone wind wall and a scraggly acacia tree, under a warm late-afternoon sky. The light is golden and low, catching the translucent frankincense tears and making them glow like amber.",0.5,0,desert
desert_sky_omen,mystical,event.desert_sky_omen.name,event.desert_sky_omen.description,desert_sky_omen,"A brilliant meteor streaking across a pale pre-dawn desert sky, its head a searing white point trailing a long tail of vivid green flame that fades to blue at the edges, arcing from upper left to lower right of the scene. In the foreground, the silhouettes of caravan workers stand on flat desert ground, necks craned upward, their figures backlit by the faint glow of dawn on the eastern horizon — one man points at the meteor with an outstretched arm, another covers his eyes, a third clasps his hands together as if in prayer. Their garments — loose cotton tunics, leather belts, linen head-wraps — are visible in the growing twilight. In the middle ground, a line of kneeling camels and two parked carts with canvas covers sit dark against the brightening sky, their forms solid and earthbound beneath the celestial event. The background is dominated by the vast sky, grades of color from deep indigo overhead through lavender to a thin band of warm peach-gold at the horizon, the meteor trail the brightest element in the composition. A few stars still visible near zenith are fading. The atmosphere is one of awe and division, the frozen moment between night and day, the light cold and ethereal.",0.4,0,desert
desert_nomad_barter,trade,event.desert_nomad_barter.name,event.desert_nomad_barter.description,desert_nomad_barter,"A Turkic nomad encampment of five grey felt yurts arranged along a dry sandy riverbed in arid steppe, their lattice-framed walls covered in thick felted wool with wooden door frames painted red. In the foreground, the Turkic elder stands facing the viewer — a broad-shouldered man in a long dark blue wool deel coat with a leather belt hung with a carved bone knife handle, a tall white felt kalpak cap on his grey head. He holds up a folded length of fine raw cashmere wool, its natural cream-white fibers catching the light, while his other hand gestures toward a Chinese celadon porcelain vase held by a caravan merchant beside him. In the middle ground, the camp is alive: women seated on ground looms weaving patterned textiles, children chasing between yurts, tethered horses and goats near a wooden corral fence. Dried dung fuel is stacked beside a yurt entrance. Smoke rises from a central cooking fire. In the background, the dry riverbed curves away between low clay banks, and beyond it the flat desert steppe extends to brown foothills under a wide pale sky with scattered cumulus clouds. The light is clear and warm, mid-afternoon, the atmosphere welcoming and industrious.",0.5,0,desert
desert_guide_shortcut,encounter,event.desert_guide_shortcut.name,event.desert_guide_shortcut.description,desert_guide_shortcut,"A weathered caravan guide standing at a fork where a faint secondary trail branches away from a well-worn desert road, his arm extended and pointing along the narrower path. He wears a sun-faded indigo cotton robe over loose trousers, a linen headcloth wound tight against the wind, and worn leather boots caked with dust. His face is tanned and lined with years of desert travel. In the foreground, the fork is clearly visible: the main road continues as a broad rutted track of packed earth, while the guide's shortcut is barely a suggestion — faint wheel ruts half-filled with blown sand, a few flattened tufts of dry grass marking its edges, disappearing between two low dunes. A weathered wooden trail marker post leans at an angle, its carved Sogdian script almost erased by sand abrasion. In the middle ground, the halted caravan stretches behind them on the main road — loaded carts, tethered camels, porters watching the guide with a mix of hope and doubt. The background shows both paths diverging into open desert, the shortcut leading toward distant reddish mesa formations, the main road curving away to the right. Late afternoon sun casts warm directional light, the guide's long shadow stretching along the shortcut path.",0.5,0,desert
desert_merchant_tip,encounter,event.desert_merchant_tip.name,event.desert_merchant_tip.description,desert_merchant_tip,"A weathered Central Asian merchant in a sun-bleached cotton robe and embroidered skullcap stands beside a resting camel, one arm extended toward the horizon, pointing past a ridge of golden sand dunes. His face is tanned and lined, eyes squinting against the bright afternoon light. In the foreground, a leather water bag hangs from a wooden saddle frame, and a rolled-up carpet leans against stacked hemp bundles on the ground. The merchant's other hand rests on a carved wooden walking staff with a bronze cap. Behind him, several more camels kneel on the sand, their woven saddle blankets patterned in red and indigo. A canvas shade stretched between two poles provides partial cover for resting caravan hands sitting on woven mats. In the distance, beyond the dune ridge, a faint smudge of dark tents and moving figures suggests a nomad encampment. The sky is a pale washed-out blue with thin cirrus clouds, the desert floor a mix of hard-packed gravel and fine sand rippled by wind. Warm, hopeful atmosphere — the promise of profitable trade ahead.",0.5,0,desert
desert_heat_madness,hazard,event.desert_heat_madness.name,event.desert_heat_madness.description,desert_heat_madness,"A collapsed caravan worker lies on the scorching sand in the merciless midday sun, his cotton tunic soaked with sweat and clinging to his thin frame, face flushed deep red, eyes half-closed. Two other caravan hands kneel beside him with panicked expressions — one holds a nearly empty goatskin water bag, tilting it to show only drops remaining. The fallen man's cracked leather sandals and a discarded turban cloth lie beside him. In the foreground, the wooden wheel of a halted cart casts a narrow strip of shadow across the cracked desert floor. Beside the wheel sits a clay water jug with its cork stopper removed. The middle ground shows a line of exhausted camels standing with drooping heads, their harnesses dark with sweat, loaded saddle bags sagging. The background is a flat expanse of pale sand and gravel under a white-hot sky, the horizon shimmering with heat haze, with distant low brown hills barely visible through the distortion. The sun is directly overhead, casting almost no shadows, creating harsh flat light. Desperate, oppressive atmosphere — survival hangs by a thread.",0.6,0,desert
desert_buried_shrine,discovery,event.desert_buried_shrine.name,event.desert_buried_shrine.description,desert_buried_shrine,"A half-buried ancient stone shrine emerges from windswept desert sand, its corner blocks of pale sandstone still bearing traces of faded gold leaf and carved lotus motifs. The wind has swept sand away from a low arched entrance just wide enough for one person. Through the dark opening, a crumbling stone altar is faintly visible, topped with the remains of dried flower offerings and a tarnished bronze incense holder. Around the entrance, scattered fragments of carved stone relief show partial figures — perhaps Zoroastrian fire symbols or seated Buddhist forms, weathered almost smooth. In the foreground, fresh wind-carved sand ripples lead to the exposed stonework, with a few sun-bleached animal bones half-buried in the sand nearby. A caravan worker stands at the entrance, his hand touching the ancient stone frame, peering inside with cautious curiosity, his linen travel robe fluttering in the desert wind. Behind him, the main caravan is visible as a distant line of camels and carts on the gravel plain. The late afternoon sun casts long golden shadows from the partially exposed walls, and the sky is clear deep blue fading to amber at the horizon. Mysterious, reverent atmosphere — the desert yielding its forgotten secrets.",0.4,0,desert
highland_blizzard,natural_disaster,event.highland_blizzard.name,event.highland_blizzard.description,highland_blizzard,"A trade caravan caught in a violent highland blizzard on a barren Tibetan plateau, visibility reduced to mere meters by dense swirling snow. In the foreground, thick ropes straining against wooden cart frames, ice crystals forming on iron fittings and leather bindings, snow piling against wheel spokes. In the middle ground, two yaks with frosted fur lowering their massive heads against the gale, a merchant in a heavy sheepskin coat and fur-lined hat bracing himself beside a tilting wooden cart, one arm raised to shield his face, woolen blankets whipping in the wind. Another figure hunches over supply bundles, trying to secure loose cargo with frozen hands. The background dissolves into a white-gray wall of driven snow, only the faintest dark silhouettes of distant peaks visible through breaks in the storm. The light is flat and diffused, a cold blue-white cast over everything, with no shadows and no horizon line distinguishable from the ground.",0.7,0,high_altitude
highland_altitude,hazard,event.highland_altitude.name,event.highland_altitude.description,highland_altitude,"A merchant caravan struggling up a steep rocky mountain pass at extreme altitude under a deep cobalt-blue sky. In the foreground, loose grey scree and sharp-edged rocks covering the narrow trail, a dropped leather water flask lying on the stones. In the middle ground, a merchant in a thick woolen coat doubled over with his hands on his knees, visible breath streaming from his open mouth in the thin cold air. Beside him, a laden yak stumbles on the uneven footing, its rope harness slack, bundles of trade goods shifting on its broad back. Another traveler sits on a boulder with head in hands, a fur blanket draped over his shoulders. In the background, the trail switchbacks upward toward a high mountain pass framed by snow-capped granite peaks, their summits bright white against the impossibly blue sky. Prayer flag remnants on a wooden pole lean at an angle near the trail edge. The light is harsh and direct, the high-altitude sun casting sharp shadows with a cold clarity that makes every stone edge crisp.",0.6,0,high_altitude
highland_avalanche,natural_disaster,event.highland_avalanche.name,event.highland_avalanche.description,highland_avalanche,"A massive avalanche cascading down a steep mountainside directly toward a trade caravan frozen in the moment of impact on a narrow highland trail. In the foreground, a wooden cart with iron-rimmed wheels sits on compacted snow, sacks of grain and bundled silk bales visible under tied-down canvas. A merchant's fur-lined hat tumbles through the air, knocked free by the shockwave. In the middle ground, a wall of churning white snow and ice fragments towers three stories high, its leading edge curling forward like a breaking wave, chunks of grey rock and splintered timber caught in its mass. Two yaks rear back on their hind legs, rope harnesses taut, eyes wide. A caravan driver in a sheepskin coat throws his arms up and turns away from the oncoming wall. In the background, the upper slopes of the mountain where the avalanche originated show a fresh dark scar of exposed rock against white snow. Jagged peaks frame the scene on both sides. The light catches the airborne snow crystals, creating a bright haze above the avalanche front against the dark blue highland sky.",0.7,0,high_altitude
highland_frozen_wheels,caravan_trouble,event.highland_frozen_wheels.name,event.highland_frozen_wheels.description,highland_frozen_wheels,"A close view of a wooden trade cart frozen solid to the ground on a highland plateau at dawn. In the foreground, thick translucent ice encasing a cart wheel and its iron-rimmed hub, the spokes locked in a shell of blue-white frost, the frozen ground beneath cracked in radiating patterns. Icicles hang from the axle and undercarriage, and the wooden planks of the cart floor are coated in a thin layer of rime. In the middle ground, a merchant in a heavy sheepskin coat kneels beside the wheel, chipping at the ice with a short iron tool, his breath forming a dense cloud in the frigid morning air. A yak stands nearby with its head lowered, frost clinging to its long dark fur, supply bundles still strapped to its back. Behind them, two more carts sit immobilized on the flat frozen ground, their wheels similarly encased. In the background, the high plateau stretches toward distant snow-covered peaks glowing pink and gold in the first light of sunrise. The sky transitions from deep indigo overhead to pale amber at the horizon. The cold blue light of early morning dominates the scene, with warm sunrise tones just touching the highest peaks.",0.5,0,high_altitude
highland_ice_path,hazard,event.highland_ice_path.name,event.highland_ice_path.description,highland_ice_path,"A narrow mountain trail coated in a treacherous layer of clear ice, clinging to the side of a sheer cliff face high above a deep gorge. In the foreground, the glassy ice surface reflects the sky, showing every crack and bubble trapped within, the trail barely two meters wide with no guardrail on the outer edge where the cliff drops away into emptiness. Boot prints and scratch marks from iron-shod hooves score the ice. In the middle ground, a laden cart tilts dangerously toward the abyss, one wheel inches from the edge, a merchant gripping the side rail with white-knuckled hands while another figure places flat stones beneath the wheels for traction. A yak ahead of them plants its hooves wide, legs braced, refusing to move forward on the slick surface. In the background, the opposite wall of the gorge rises as a sheer face of dark granite streaked with ice and snow, and far below a thin glacier-fed river gleams like a silver thread. Snow-capped peaks tower above under a pale winter sky. The light is cold and sharp, the ice catching glints of diffused sunlight.",0.6,0,high_altitude
highland_tibetan_patrol,encounter,event.highland_tibetan_patrol.name,event.highland_tibetan_patrol.description,highland_tibetan_patrol,"A group of Tibetan border patrol riders on stocky mountain horses emerging from behind a jagged rocky ridge on a high-altitude plateau. In the foreground, loose gravel and tufts of dry highland grass, hoofprints fresh in the thin layer of snow on the trail. In the middle ground, five mounted warriors in riveted chainmail armor over padded tunics, wearing crimson wool cloaks that billow behind them. The commander at center raises a gloved hand in a commanding halt gesture, his face weathered and stern beneath a pointed iron helmet with cheek guards. A curved sword in a decorated scabbard hangs at his hip. The riders flanking him rest their hands on sword pommels, their horses fitted with leather and felt saddle blankets in deep red and gold. Behind them, the rocky ridge rises sharply, its dark stone contrasting with patches of snow. Beyond the ridge, a vast highland plateau stretches to distant snow-covered peaks under a brilliantly clear deep blue sky. Colorful prayer flags on a wooden pole flutter near a stone cairn at the ridge top. The midday sun casts crisp shadows, the light bright and unfiltered at altitude.

<npc_speech lang=""Tibetan"">Кто идёт через земли Бод? Покажите товары и грамоту. / Who crosses the lands of Bod? Show your goods and your writ.</npc_speech>",0.5,0,high_altitude
highland_pamir_bandits,combat,event.highland_pamir_bandits.name,event.highland_pamir_bandits.description,highland_pamir_bandits,"A bandit ambush on a narrow Pamir mountain pass blocked by a rough barricade of stacked grey boulders and logs. In the foreground, the stone barricade stretches across the trail, gaps between the rocks revealing the drop beyond, a bleached animal skull mounted on a stick as a warning marker. In the middle ground, six bearded bandits in heavy sheepskin coats and felt boots emerge from behind large boulders on both sides of the pass. Their leader stands atop the barricade, a tall broad-shouldered man with a dark beard and a wolfskin hat, a curved Central Asian saber held loosely in one hand, a confident grin on his weathered face. His men carry short bows and long knives, their clothing patched and stained from mountain living. Behind them, a trapped caravan cart sits on the trail with two nervous yaks pulling at their harnesses, a merchant backing away with hands raised. The background shows the narrow pass walls rising steeply on both sides as jagged dark rock, with snow clinging to ledges above. A cold grey overcast sky presses down on the scene, the flat diffused light casting no strong shadows.",0.7,0,high_altitude
highland_yak_herders,encounter,event.highland_yak_herders.name,event.highland_yak_herders.description,highland_yak_herders,"A welcoming yak herder camp on a vast windswept Tibetan highland plateau, with a trade caravan approaching from the right. In the foreground, tufts of dry brown grass poking through thin snow, scattered yak dung chips drying near flat stones, and a well-worn trail leading to the camp. In the middle ground, three Tibetan herders in heavy yak-fur coats and felt boots stand near a small campfire ringed with stones, one waving a hand toward the approaching caravan. Behind them, a large yak-hair tent in dark brown and black stripes is staked against the wind, its entrance flap pulled aside. A dozen shaggy black and brown yaks graze nearby, their long hair nearly touching the ground, thick rope harnesses visible on the closest animals. Wooden bowls and a blackened iron pot sit beside the fire. Strips of dried meat hang from a simple wooden rack. In the background, the plateau extends in gentle rolling hills of brown and white toward a wall of snow-capped peaks glowing in warm afternoon light. The sky is a vast expanse of deep highland blue with a few high wispy clouds. Golden late-afternoon sunlight bathes the scene in warm tones, contrasting with the cool blue shadows on the snow.",0.5,0,high_altitude
highland_monastery,encounter,event.highland_monastery.name,event.highland_monastery.description,highland_monastery,"A Tibetan Buddhist monastery perched on a rocky mountainside, its gilded copper roof catching the sunlight in a brilliant golden flash against the surrounding white peaks. In the foreground, a stone-paved path leads upward through carved mani stones stacked along both sides, their surfaces inscribed with Tibetan mantras, strings of faded multicolored prayer flags strung between wooden poles overhead. In the middle ground, three monks in saffron-orange robes stand at the monastery's heavy wooden gate, one with hands pressed together in greeting, another holding a brass butter lamp whose flame flickers in the mountain breeze. The monastery walls are built of fitted grey stone with deep-set wooden window frames painted in red and gold, juniper incense smoke curling upward from a stone brazier near the entrance. A trade caravan approaches from below, merchants looking upward at the gleaming structure. In the background, massive snow-covered peaks rise on three sides, their glaciers reflecting blue-white light. The sky is a crystalline deep blue. Bright midday sun illuminates the golden roof and warms the stone walls, while the surrounding snow and ice glow with cool reflected light.",0.5,0,high_altitude
highland_hermit,encounter,event.highland_hermit.name,event.highland_hermit.description,highland_hermit,"An elderly hermit seated in deep meditation on a narrow rock ledge jutting from a sheer cliff face high in the mountains. In the foreground, the rough grey stone of the ledge is visible in detail, lichen and frost patterns on its surface, with a circle of bare dark rock surrounding the hermit where the snow has melted away, contrasting sharply with the white snow covering the rest of the ledge. A simple clay bowl and a worn wooden staff with a carved top rest beside him on the stone. In the middle ground, the hermit sits cross-legged, an old man with deeply lined sun-darkened skin and wispy white hair, wearing tattered maroon robes layered over patched woolen undergarments. His eyes are closed, his expression serene, his lips slightly parted. His bare feet are visible beneath his robes despite the freezing conditions. Below the ledge, a caravan trail winds along the cliff face, tiny figures of merchants looking upward. In the background, a panorama of snow-covered mountain ranges extends to the horizon under a vast pale sky, the peaks catching golden light while valleys remain in deep blue shadow. Late afternoon light rakes across the cliff face, picking out every crevice in the rock.",0.5,0,high_altitude
highland_thin_air,hazard,event.highland_thin_air.name,event.highland_thin_air.description,highland_thin_air,"A trade caravan halted on an exposed high-altitude plateau far above the tree line, its members visibly suffering from the extreme elevation. In the foreground, a merchant has collapsed onto his knees on the barren rocky ground, one hand bracing against a flat stone, the other clutching his chest, dense clouds of breath pouring from his mouth in the thin frigid air. A leather satchel and a spilled wooden cup lie beside him. In the middle ground, two yaks have planted their hooves and lowered their heads, refusing to move, their rope leads slack on the ground. Another traveler leans heavily against the side of a wooden cart, eyes half-closed, face pale. A third figure sits on a boulder wrapped in a thick woolen blanket, head bowed. The cart stands motionless, its cargo of bundled goods undisturbed. In the background, the plateau extends as a vast treeless expanse of grey rock and sparse brown grass, ringed by towering snow-capped peaks whose summits disappear into thin high clouds. The sky overhead is an unnaturally deep blue-violet, darker than at lower elevations. Harsh unfiltered sunlight creates stark contrasts between brilliantly lit surfaces and deep cold shadows.",0.6,0,high_altitude
highland_warrior_monk,encounter,event.highland_warrior_monk.name,event.highland_warrior_monk.description,highland_warrior_monk,"A solitary warrior monk standing firmly in the center of a narrow mountain trail, blocking a caravan's passage. In the foreground, the rocky trail surface is worn smooth by centuries of foot traffic, small stones and gravel scattered across it, the edges dropping away to steep scree slopes on both sides. In the middle ground, the warrior monk faces the viewer with one arm extended, pointing toward a dark gorge visible behind him. He has a shaved head with sun-darkened skin and intense eyes, wearing riveted iron chainmail visible beneath an orange monastic cloak that drapes over one shoulder. A straight-bladed Tibetan sword in a leather scabbard is strapped diagonally across his back, its wrapped handle protruding above his right shoulder. Sturdy leather boots and wool-wrapped leggings complete his dress. His stance is wide and immovable, feet planted on the stone. Behind him, the trail descends into a narrow gorge between dark rock walls, its depths in shadow. Loose rocks and evidence of past rockslides line the gorge entrance. In the background, mountain peaks rise above the gorge walls, snow fields bright against the sky. Overcast light creates an even, somber atmosphere, the monk's orange cloak the strongest color in the scene.

<npc_speech lang=""Tibetan"">Впереди демоны. Тропа проклята. Поверните назад или идите со мной. / Demons ahead. The path is cursed. Turn back or walk with me.</npc_speech>",0.5,0,high_altitude
highland_mountain_guide,encounter,event.highland_mountain_guide.name,event.highland_mountain_guide.description,highland_mountain_guide,"A young Tibetan mountain guide standing beside a trail fork on a highland slope, addressing an approaching caravan. In the foreground, the trail splits into two distinct paths marked by a tall stone cairn topped with a weathered wooden post, colorful but faded prayer flag remnants tied to its top. The left path winds gradually along a wide ridge, while the right path drops steeply through an icy narrow gap between rocks. In the middle ground, the guide is a young woman with sun-darkened cheeks and bright alert eyes, wearing a thick fur hat with ear flaps, a belted sheepskin coat over layers of wool, and sturdy yak-leather boots. A coil of braided yak-hair rope hangs over her right shoulder. She points decisively at the fork with one hand, her other hand resting on a walking stick carved from mountain birch. Behind her, a pair of mountain goats stand on a rocky outcrop, watching. In the background, both trails wind away into different valleys framed by snow-capped peaks, one valley green-brown with alpine meadow, the other white with glacier ice. A clear highland sky stretches overhead, deep blue with a single band of cloud clinging to the highest peak. Warm afternoon light catches the guide's face and fur hat in golden tones.

<npc_speech lang=""Tibetan"">Левая тропа — три дня. Правая — один, но лёд. Я проведу, если заплатите. / Left trail — three days. Right — one, but ice. I will guide you, for a price.</npc_speech>",0.5,0,high_altitude
highland_greek_monk,encounter,event.highland_greek_monk.name,event.highland_greek_monk.description,highland_greek_monk,"A Byzantine monk rising from a stone seat beside the crumbling ruins of a small roadside chapel on the wind-scoured Anatolian highland plateau. In the foreground, scattered cut stone blocks from the collapsed chapel walls, tufts of dry grass growing between them, and an open leather-bound codex with Greek text visible on its yellowed vellum pages, resting on a flat stone beside a ceramic inkwell and a reed pen. In the middle ground, the monk stands with one hand raised in greeting, a middle-aged man with a dark beard and tonsured hair, wearing a long black woolen cassock belted with a knotted rope, a wooden cross hanging from his neck. Behind him, the chapel ruins show remnants of stone walls with traces of painted plaster still visible, a partial archway standing against the sky, and a fallen stone cross lying among the rubble. Bundles of dried mountain herbs are spread on a cloth near where he sat. A caravan with loaded carts approaches along the dusty trail. In the background, the Anatolian highland stretches as rolling brown-green grassland punctuated by dark volcanic rock outcrops, distant mountains with snow on their summits catching the light. Warm late-morning sunlight gives the scene a golden cast, the monk's black cassock stark against the honey-colored stones.

<npc_speech lang=""Greek"">Путники, я записываю целебные травы этих гор. Не поможете ли собрать? В награду — знание, что ценнее золота. / Travelers, I catalogue the healing herbs of these mountains. Might you help me gather them? In return — knowledge worth more than gold.</npc_speech>",0.5,0,high_altitude
highland_pass_lights,mystery,event.highland_pass_lights.name,event.highland_pass_lights.description,highland_pass_lights,"Mysterious bluish-white lights floating on a dark mountain slope above a caravan camp at night on a high mountain pass. In the foreground, the caravan's small campfire casts a warm orange glow on the faces of two merchants who stare upward at the lights, their expressions a mix of fear and wonder. A yak nearby pulls at its tether, ears flattened, its dark eyes reflecting the firelight. Bedrolls and supply packs are arranged on the rocky ground around the fire. In the middle ground, a dozen pale blue-white orbs of varying sizes drift across the dark mountainside in a slow diagonal line, like a silent procession ascending the slope. The lights cast no shadows but illuminate the rocks and snow patches immediately around them with an eerie cold glow. The silhouette of a standing merchant with arms crossed watches from the camp edge. In the background, the massive dark forms of mountain peaks rise against a star-filled sky, the Milky Way stretching in a bright band overhead. A crescent moon hangs low near one peak, its light silvering the snow on the summits. The scene is dominated by darkness and the contrast between the warm orange campfire and the cold blue mystery lights on the slope.",0.4,0,high_altitude
highland_mountain_spirit,mystery,event.highland_mountain_spirit.name,event.highland_mountain_spirit.description,highland_mountain_spirit,"A dawn scene on a highland mountain trail where prayer flags flutter on motionless air, creating an uncanny supernatural atmosphere. In the foreground, a row of wooden poles driven into a stone cairn along the trail edge, strung with dozens of rectangular prayer flags in faded blue, white, red, green, and yellow, all rippling and streaming horizontally as if caught in a strong wind despite the perfectly still morning air. The flags show printed Tibetan text and wind-horse imagery. In the middle ground, an old teamster with a deeply wrinkled face and grey beard stands frozen beside his cart, his skin visibly pale, one hand gripping a wooden wheel spoke, eyes wide and fixed on the mountain above. Other caravan members have stopped in their tracks, looking upward with tense postures. A pair of yaks stand with ears pricked forward, their breath hanging motionless in the cold still air. In the background, a massive snow-covered peak dominates the scene, its summit catching the first rays of dawn in deep rose and gold, while mist clings to its lower slopes in thin horizontal bands. The sky transitions from deep violet-blue at the zenith to warm peach at the horizon. The light is the fragile half-light of early dawn, the world balanced between darkness and day.",0.4,0,high_altitude
highland_elder_blessing,encounter,event.highland_elder_blessing.name,event.highland_elder_blessing.description,highland_elder_blessing,"An ancient Tibetan elder seated on a large flat grey stone beside a mountain road, holding up a bundle of colorful knotted woolen cords toward an approaching caravan. In the foreground, the flat stone is weathered smooth, surrounded by smaller rocks and patches of brown moss, a walking stick of gnarled juniper wood leaning against its side. In the middle ground, the elder is a very old man with parchment-like skin deeply creased with wrinkles, thin white hair beneath a worn felt hat, wearing layered robes of faded maroon and brown wool. His eyes are bright and knowing despite his age. He holds up a bundle of woolen cords in red, yellow, and white, each tied with intricate protective knots, offering them with an outstretched weathered hand. His other hand rests on his knee, palm upward in a gesture of welcome. A small bronze prayer wheel and a string of wooden mala beads sit on the stone beside him. Behind him, the mountain road curves along a slope dotted with mani stones stacked in small towers, their carved surfaces facing the path. In the background, a sweeping highland valley opens up below, brown and gold in the light, ringed by distant snow peaks. Soft warm light of late afternoon wraps the elder in a golden glow, long shadows stretching across the stones.",0.5,0,high_altitude
